referrer,views_total,views_unique
github.com,135,25
Google,52,25
nussknacker.io,28,21
statics.teams.cdn.office.net,13,8
search.brave.com,7,1
com.google.android.gm,6,2
Bing,3,2
jira.2pp.dev,2,1
touk.pl,1,1
chat.buddylabs.ai,1,1
