referrer,views_total,views_unique
nussknacker.io,332,144
github.com,291,41
Google,107,31
libhunt.com,15,1
touk.pl,8,3
Bing,8,2
statics.teams.cdn.office.net,3,2
t.co,2,1
jira.sysmanagement.it,1,1
cwiki.apache.org,1,1
