time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-23 00:00:00+00:00,315,10,562,48
2023-10-24 00:00:00+00:00,210,8,782,43
2023-10-25 00:00:00+00:00,218,7,626,41
2023-10-26 00:00:00+00:00,221,5,355,30
2023-10-27 00:00:00+00:00,276,16,426,29
2023-10-28 00:00:00+00:00,83,13,64,18
2023-10-29 00:00:00+00:00,81,13,43,22
2023-10-30 00:00:00+00:00,342,12,406,40
2023-10-31 00:00:00+00:00,94,8,115,37
2023-11-01 00:00:00+00:00,38,12,175,26
2023-11-02 00:00:00+00:00,221,20,209,29
2023-11-03 00:00:00+00:00,447,18,274,31
2023-11-04 00:00:00+00:00,129,10,57,11
2023-11-05 00:00:00+00:00,76,11,26,11
