referrer,views_total,views_unique
github.com,261,46
nussknacker.io,231,93
Google,119,29
heise.de,21,1
mail.google.com,13,1
jira.playmobile.pl,8,4
com.google.android.gm,5,3
statics.teams.cdn.office.net,4,3
touk.pl,4,3
keep.google.com,3,1
