time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-12 00:00:00+00:00,436,22,212,24
2024-06-13 00:00:00+00:00,398,25,420,23
2024-06-14 00:00:00+00:00,200,15,203,26
2024-06-15 00:00:00+00:00,34,3,41,14
2024-06-16 00:00:00+00:00,51,5,33,12
2024-06-17 00:00:00+00:00,238,10,223,37
2024-06-18 00:00:00+00:00,306,16,251,26
2024-06-19 00:00:00+00:00,607,31,236,42
2024-06-20 00:00:00+00:00,635,32,470,35
2024-06-21 00:00:00+00:00,867,32,360,26
2024-06-22 00:00:00+00:00,178,24,13,9
2024-06-23 00:00:00+00:00,199,22,32,8
2024-06-24 00:00:00+00:00,246,21,241,21
2024-06-25 00:00:00+00:00,400,24,157,30
