time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-27 00:00:00+00:00,138,7,285,36
2024-05-28 00:00:00+00:00,219,10,169,21
2024-05-29 00:00:00+00:00,141,9,143,18
2024-05-30 00:00:00+00:00,80,6,31,15
2024-05-31 00:00:00+00:00,184,14,161,11
2024-06-01 00:00:00+00:00,78,5,32,7
2024-06-02 00:00:00+00:00,82,10,20,6
2024-06-03 00:00:00+00:00,163,14,145,23
2024-06-04 00:00:00+00:00,207,13,153,16
2024-06-05 00:00:00+00:00,335,14,180,21
2024-06-06 00:00:00+00:00,406,17,520,28
2024-06-07 00:00:00+00:00,462,17,277,27
2024-06-08 00:00:00+00:00,88,6,27,12
2024-06-09 00:00:00+00:00,113,16,12,4
