referrer,views_total,views_unique
nussknacker.io,87,37
Google,86,22
github.com,35,15
mail.google.com,9,1
doubao.com,7,1
jira.playmobile.pl,2,2
cwiki.apache.org,1,1
Bing,1,1
m.sogou.com,1,1
