referrer,views_total,views_unique
nussknacker.io,340,95
github.com,290,50
Google,177,33
libhunt.com,23,1
DuckDuckGo,16,1
mail.google.com,8,1
touk.pl,7,1
search.brave.com,3,1
m.facebook.com,1,1
