time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-10 00:00:00+00:00,39,15,11,4
2025-08-11 00:00:00+00:00,274,29,106,19
2025-08-12 00:00:00+00:00,215,22,102,22
2025-08-13 00:00:00+00:00,200,21,217,32
2025-08-14 00:00:00+00:00,30,3,167,19
2025-08-15 00:00:00+00:00,61,7,39,13
2025-08-16 00:00:00+00:00,36,5,44,7
2025-08-17 00:00:00+00:00,66,12,69,7
2025-08-18 00:00:00+00:00,241,22,387,20
2025-08-19 00:00:00+00:00,256,32,142,12
2025-08-20 00:00:00+00:00,330,32,46,7
2025-08-21 00:00:00+00:00,76,10,138,14
2025-08-22 00:00:00+00:00,372,40,66,20
2025-08-23 00:00:00+00:00,59,9,8,3
