referrer,views_total,views_unique
nussknacker.io,434,196
Google,278,24
github.com,174,41
yandex.ru,13,1
t.co,3,1
ecosia.org,3,1
mvnrepository.com,2,1
touk.pl,2,1
linkedin.com,1,1
mail.google.com,1,1
