referrer,views_total,views_unique
nussknacker.io,263,84
github.com,199,24
Google,70,33
touk.pl,6,5
linkedin.com,2,2
naver.com,1,1
DuckDuckGo,1,1
statics.teams.cdn.office.net,1,1
