referrer,views_total,views_unique
github.com,96,26
nussknacker.io,67,32
Google,52,31
cwiki.apache.org,15,2
mail.google.com,4,1
jira.playmobile.pl,3,2
statics.teams.cdn.office.net,2,1
yandex.ru,1,1
chatgpt.com,1,1
touk-jira.atlassian.net,1,1
