referrer,views_total,views_unique
github.com,347,36
nussknacker.io,316,104
Google,157,24
yandex.ru,12,1
DuckDuckGo,11,2
jira.playmobile.pl,6,3
statics.teams.cdn.office.net,4,3
usehooks.com,3,1
nightlies.apache.org,2,1
t.co,2,1
