referrer,views_total,views_unique
nussknacker.io,350,100
github.com,255,50
Google,198,32
libhunt.com,23,1
DuckDuckGo,16,1
mail.google.com,8,1
touk.pl,7,1
search.brave.com,3,1
m.facebook.com,1,1
