referrer,views_total,views_unique
github.com,292,35
nussknacker.io,122,40
Google,94,30
touk-jira.atlassian.net,4,2
murphysec.feishu.cn,2,1
eptura.atlassian.net,2,1
jira.playmobile.pl,1,1
