time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-05 00:00:00+00:00,14,3,31,12
2024-10-06 00:00:00+00:00,50,4,30,6
2024-10-07 00:00:00+00:00,113,11,265,37
2024-10-08 00:00:00+00:00,293,13,254,30
2024-10-09 00:00:00+00:00,105,6,305,20
2024-10-10 00:00:00+00:00,237,7,359,28
2024-10-11 00:00:00+00:00,71,5,114,21
2024-10-12 00:00:00+00:00,30,4,48,8
2024-10-13 00:00:00+00:00,23,4,14,5
2024-10-14 00:00:00+00:00,157,8,212,17
2024-10-15 00:00:00+00:00,183,8,230,22
2024-10-16 00:00:00+00:00,265,9,256,38
2024-10-17 00:00:00+00:00,351,9,249,31
2024-10-18 00:00:00+00:00,74,4,97,23
