referrer,views_total,views_unique
github.com,252,29
nussknacker.io,226,75
Google,67,30
com.linkedin.android,11,2
web.telegram.org,8,1
lnkd.in,6,1
linkedin.com,5,5
touk.pl,5,4
manuzhang.github.io,1,1
nussknacker.io.,1,1
