referrer,views_total,views_unique
nussknacker.io,804,141
github.com,287,49
Google,266,27
mail.google.com,12,1
m.facebook.com,1,1
DuckDuckGo,1,1
manuzhang.github.io,1,1
hub.docker.com,1,1
