time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-06 00:00:00+00:00,340,16,295,15
2025-02-07 00:00:00+00:00,339,21,381,23
2025-02-08 00:00:00+00:00,71,9,24,9
2025-02-09 00:00:00+00:00,72,14,54,15
2025-02-10 00:00:00+00:00,502,22,656,30
2025-02-11 00:00:00+00:00,168,37,222,23
2025-02-12 00:00:00+00:00,236,19,228,25
2025-02-13 00:00:00+00:00,190,12,82,22
2025-02-14 00:00:00+00:00,161,28,131,23
2025-02-15 00:00:00+00:00,89,26,37,10
2025-02-16 00:00:00+00:00,96,11,93,15
2025-02-17 00:00:00+00:00,186,14,169,21
2025-02-18 00:00:00+00:00,234,17,163,26
2025-02-19 00:00:00+00:00,185,7,99,16
