referrer,views_total,views_unique
github.com,126,27
jira.playmobile.pl,70,3
nussknacker.io,58,25
Google,43,12
touk-jira.atlassian.net,11,1
linkedin.com,4,3
github.dev,4,1
Bing,2,2
