referrer,views_total,views_unique
nussknacker.io,312,90
github.com,169,35
Google,90,28
manuzhang.github.io,3,2
Bing,3,2
poczta.onet.pl,3,1
DuckDuckGo,1,1
libhunt.com,1,1
