time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-20 00:00:00+00:00,24,5,37,12
2024-10-21 00:00:00+00:00,170,8,282,27
2024-10-22 00:00:00+00:00,333,12,494,37
2024-10-23 00:00:00+00:00,320,8,302,22
2024-10-24 00:00:00+00:00,484,12,421,29
2024-10-25 00:00:00+00:00,246,10,402,31
2024-10-26 00:00:00+00:00,14,3,22,7
2024-10-27 00:00:00+00:00,27,3,32,11
2024-10-28 00:00:00+00:00,620,12,642,22
2024-10-29 00:00:00+00:00,469,15,453,32
2024-10-30 00:00:00+00:00,243,11,283,19
2024-10-31 00:00:00+00:00,158,7,87,17
2024-11-01 00:00:00+00:00,17,3,6,5
2024-11-02 00:00:00+00:00,10,3,35,10
