referrer,views_total,views_unique
github.com,141,27
nussknacker.io,99,26
Google,78,30
statics.teams.cdn.office.net,2,1
github.dev,2,1
jar-download.com,1,1
sogou.com,1,1
m.sogou.com,1,1
Bing,1,1
