time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-26 00:00:00+00:00,209,41,16,13
2025-10-27 00:00:00+00:00,258,51,57,31
2025-10-28 00:00:00+00:00,331,71,27,14
2025-10-29 00:00:00+00:00,395,87,97,27
2025-10-30 00:00:00+00:00,589,73,143,29
2025-10-31 00:00:00+00:00,875,64,259,37
2025-11-01 00:00:00+00:00,169,48,28,24
2025-11-02 00:00:00+00:00,316,25,25,19
2025-11-03 00:00:00+00:00,324,51,120,30
2025-11-04 00:00:00+00:00,313,52,87,20
2025-11-05 00:00:00+00:00,256,48,92,22
2025-11-06 00:00:00+00:00,482,51,90,21
2025-11-07 00:00:00+00:00,436,68,104,25
2025-11-08 00:00:00+00:00,140,39,16,14
