referrer,views_total,views_unique
nussknacker.io,282,70
github.com,90,27
Google,53,17
DuckDuckGo,29,1
Bing,4,3
m.sogou.com,1,1
ai.qingx.cn,1,1
jiradc2.ext.net.nokia.com,1,1
cwiki.apache.org,1,1
