referrer,views_total,views_unique
nussknacker.io,391,112
github.com,349,38
Google,313,33
mail.google.com,11,1
libhunt.com,2,2
DuckDuckGo,2,2
linkedin.com,2,1
manuzhang.github.io,1,1
t.co,1,1
