referrer,views_total,views_unique
nussknacker.io,123,30
github.com,112,28
Google,54,26
touk-jira.atlassian.net,3,1
Bing,1,1
search.brave.com,1,1
m.sogou.com,1,1
jira.playmobile.pl,1,1
libhunt.com,1,1
