time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-02 00:00:00+00:00,262,28,92,15
2025-09-03 00:00:00+00:00,340,35,115,17
2025-09-04 00:00:00+00:00,343,50,126,24
2025-09-05 00:00:00+00:00,345,45,133,14
2025-09-06 00:00:00+00:00,38,5,16,13
2025-09-07 00:00:00+00:00,58,28,11,4
2025-09-08 00:00:00+00:00,215,40,142,15
2025-09-09 00:00:00+00:00,139,23,112,22
2025-09-10 00:00:00+00:00,236,38,200,13
2025-09-11 00:00:00+00:00,245,36,130,13
2025-09-12 00:00:00+00:00,571,63,132,14
2025-09-13 00:00:00+00:00,66,16,16,7
2025-09-14 00:00:00+00:00,93,41,57,7
2025-09-15 00:00:00+00:00,257,70,229,19
