referrer,views_total,views_unique
Google,117,21
nussknacker.io,110,41
github.com,94,26
code.kx.com,3,1
search.brave.com,2,2
mail.google.com,2,1
Bing,2,1
ossinsight.io,1,1
jira.playmobile.pl,1,1
cwiki.apache.org,1,1
