referrer,views_total,views_unique
github.com,301,39
Google,122,22
nussknacker.io,107,43
murphysec.feishu.cn,5,1
touk-jira.atlassian.net,3,1
DuckDuckGo,2,1
jira.playmobile.pl,1,1
paperdigest.org,1,1
