time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-06 00:00:00+00:00,37,12,18,7
2025-04-07 00:00:00+00:00,458,54,358,26
2025-04-08 00:00:00+00:00,528,19,921,27
2025-04-09 00:00:00+00:00,357,15,373,16
2025-04-10 00:00:00+00:00,207,14,251,28
2025-04-11 00:00:00+00:00,223,35,158,20
2025-04-12 00:00:00+00:00,30,6,4,4
2025-04-13 00:00:00+00:00,82,14,17,10
2025-04-14 00:00:00+00:00,206,7,209,29
2025-04-15 00:00:00+00:00,237,11,101,17
2025-04-16 00:00:00+00:00,233,16,139,20
2025-04-17 00:00:00+00:00,206,17,65,19
2025-04-18 00:00:00+00:00,84,11,59,14
2025-04-19 00:00:00+00:00,26,5,12,3
