referrer,views_total,views_unique
nussknacker.io,485,243
github.com,249,38
Google,124,23
touk.pl,20,2
t.co,3,1
mail.google.com,3,1
ecosia.org,3,1
yandex.ru,3,1
mvnrepository.com,2,2
linkedin.com,1,1
