url_path,views_total,views_unique
/TouK/nussknacker,310,172
/TouK/nussknacker/pulls,104,13
/TouK/nussknacker/stargazers,68,7
/TouK/nussknacker/blob/staging/README.md,37,3
/TouK/nussknacker/pull/5896,36,2
/TouK/nussknacker/pull/5997,30,2
/TouK/nussknacker/pull/5896/checks,27,1
/TouK/nussknacker/tree/staging/components,25,9
/TouK/nussknacker/pull/5996,22,4
/TouK/nussknacker/blob/staging/engine/lite/runtime-app/src/main/scala/pl/touk/nussknacker/engine/lite/app/HealthCheckRoutesProvider.scala,19,1
