time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-26 00:00:00+00:00,52,11,4,4
2025-04-27 00:00:00+00:00,47,11,25,17
2025-04-28 00:00:00+00:00,404,39,262,27
2025-04-29 00:00:00+00:00,430,57,360,26
2025-04-30 00:00:00+00:00,279,31,269,24
2025-05-01 00:00:00+00:00,38,10,30,12
2025-05-02 00:00:00+00:00,36,6,46,7
2025-05-03 00:00:00+00:00,42,7,8,6
2025-05-04 00:00:00+00:00,35,10,34,9
2025-05-05 00:00:00+00:00,339,32,184,17
2025-05-06 00:00:00+00:00,262,30,239,24
2025-05-07 00:00:00+00:00,270,39,230,22
2025-05-08 00:00:00+00:00,200,28,161,20
2025-05-09 00:00:00+00:00,129,20,191,22
