time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-10 00:00:00+00:00,291,13,164,21
2024-07-11 00:00:00+00:00,247,3,190,20
2024-07-12 00:00:00+00:00,268,13,164,20
2024-07-13 00:00:00+00:00,22,9,9,6
2024-07-14 00:00:00+00:00,27,5,23,15
2024-07-15 00:00:00+00:00,151,8,120,17
2024-07-16 00:00:00+00:00,155,8,105,23
2024-07-17 00:00:00+00:00,219,15,108,24
2024-07-18 00:00:00+00:00,270,15,167,24
2024-07-19 00:00:00+00:00,602,12,181,22
2024-07-20 00:00:00+00:00,193,6,14,6
2024-07-21 00:00:00+00:00,67,7,4,3
2024-07-22 00:00:00+00:00,202,11,121,15
2024-07-23 00:00:00+00:00,245,11,103,19
