referrer,views_total,views_unique
nussknacker.io,254,96
github.com,222,45
Google,163,22
touk.pl,9,2
Bing,8,2
mail.google.com,6,1
search.brave.com,3,2
jdon.com,3,2
manuzhang.github.io,1,1
cwiki.apache.org,1,1
