referrer,views_total,views_unique
github.com,120,33
nussknacker.io,89,33
Google,58,25
chatgpt.com,9,1
jira.playmobile.pl,7,2
sogou.com,3,1
mail.google.com,3,1
touk-jira.atlassian.net,2,1
touk.pl,2,1
yandex.ru,1,1
