time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-26 00:00:00+00:00,199,14,50,17
2023-02-27 00:00:00+00:00,164,13,374,27
2023-02-28 00:00:00+00:00,489,15,231,31
2023-03-01 00:00:00+00:00,100,17,156,31
2023-03-02 00:00:00+00:00,138,16,253,29
2023-03-03 00:00:00+00:00,179,8,149,34
2023-03-04 00:00:00+00:00,22,6,41,13
2023-03-05 00:00:00+00:00,23,8,29,14
2023-03-06 00:00:00+00:00,121,9,300,28
2023-03-07 00:00:00+00:00,233,19,189,23
2023-03-08 00:00:00+00:00,835,13,242,34
2023-03-09 00:00:00+00:00,182,8,339,37
2023-03-10 00:00:00+00:00,411,12,341,24
2023-03-11 00:00:00+00:00,53,3,40,10
