referrer,views_total,views_unique
nussknacker.io,284,91
github.com,131,39
Google,63,22
DuckDuckGo,29,1
mail.google.com,24,1
Bing,5,4
com.google.android.gm,2,1
jira.playmobile.pl,2,1
com.linkedin.android,1,1
statics.teams.cdn.office.net,1,1
