referrer,views_total,views_unique
nussknacker.io,306,125
github.com,228,42
Google,82,30
DuckDuckGo,31,2
mail.google.com,25,1
jira.playmobile.pl,7,2
com.google.android.gm,6,3
statics.teams.cdn.office.net,3,2
linkedin.com,3,2
Bing,2,2
