referrer,views_total,views_unique
github.com,127,29
Google,76,15
nussknacker.io,70,29
jira.playmobile.pl,70,3
touk-jira.atlassian.net,11,1
github.dev,4,1
linkedin.com,3,2
Bing,2,2
