referrer,views_total,views_unique
nussknacker.io,457,230
Google,139,26
github.com,131,35
touk.pl,16,2
mvnrepository.com,3,2
ecosia.org,3,1
t.co,3,1
yandex.ru,3,1
mail.google.com,1,1
linkedin.com,1,1
