time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-12 00:00:00+00:00,571,63,132,14
2025-09-13 00:00:00+00:00,66,16,16,7
2025-09-14 00:00:00+00:00,93,41,57,7
2025-09-15 00:00:00+00:00,266,74,230,20
2025-09-16 00:00:00+00:00,412,81,134,17
2025-09-17 00:00:00+00:00,285,73,133,17
2025-09-18 00:00:00+00:00,247,62,154,21
2025-09-19 00:00:00+00:00,725,94,105,20
2025-09-20 00:00:00+00:00,174,52,32,7
2025-09-21 00:00:00+00:00,151,55,51,6
2025-09-22 00:00:00+00:00,373,92,174,21
2025-09-23 00:00:00+00:00,426,113,256,13
2025-09-24 00:00:00+00:00,384,71,155,27
2025-09-25 00:00:00+00:00,180,49,93,30
