referrer,views_total,views_unique
nussknacker.io,325,128
github.com,300,33
Google,133,30
mail.google.com,4,1
linkedin.com,2,1
mvnrepository.com,1,1
Bing,1,1
manuzhang.github.io,1,1
t.co,1,1
