referrer,views_total,views_unique
github.com,234,36
nussknacker.io,211,73
Google,55,24
touk.pl,10,3
mail.google.com,7,1
search.brave.com,4,2
jdon.com,2,1
manuzhang.github.io,1,1
t.co,1,1
Bing,1,1
