time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-25 00:00:00+00:00,246,10,402,31
2024-10-26 00:00:00+00:00,14,3,22,7
2024-10-27 00:00:00+00:00,27,3,32,11
2024-10-28 00:00:00+00:00,620,12,642,22
2024-10-29 00:00:00+00:00,469,15,453,32
2024-10-30 00:00:00+00:00,243,11,283,19
2024-10-31 00:00:00+00:00,158,7,87,17
2024-11-01 00:00:00+00:00,17,3,6,5
2024-11-02 00:00:00+00:00,13,4,36,11
2024-11-03 00:00:00+00:00,11,2,31,7
2024-11-04 00:00:00+00:00,104,6,106,18
2024-11-05 00:00:00+00:00,60,3,94,24
2024-11-06 00:00:00+00:00,186,7,81,25
2024-11-07 00:00:00+00:00,105,5,131,21
