referrer,views_total,views_unique
github.com,84,26
nussknacker.io,79,35
Google,79,15
jira.playmobile.pl,70,3
touk-jira.atlassian.net,9,1
github.dev,4,1
linkedin.com,3,2
m.sogou.com,1,1
Bing,1,1
