referrer,views_total,views_unique
Google,353,26
github.com,335,29
nussknacker.io,98,37
statics.teams.cdn.office.net,10,2
Bing,9,2
cwiki.apache.org,7,3
com.google.android.gm,2,2
touk.pl,1,1
touk-jira.atlassian.net,1,1
m.sogou.com,1,1
