referrer,views_total,views_unique
nussknacker.io,476,173
github.com,255,41
Google,75,31
touk.pl,24,2
mail.google.com,10,1
github.sheincorp.cn,4,1
libhunt.com,2,2
mvnrepository.com,2,1
