referrer,views_total,views_unique
Google,68,34
nussknacker.io,68,32
github.com,41,18
DuckDuckGo,14,2
poczta.interia.pl,5,1
mail.google.com,3,1
jira.playmobile.pl,1,1
Bing,1,1
