time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-01 00:00:00+00:00,8,3,31,8
2024-09-02 00:00:00+00:00,178,10,247,36
2024-09-03 00:00:00+00:00,367,12,238,32
2024-09-04 00:00:00+00:00,223,16,168,31
2024-09-05 00:00:00+00:00,429,13,648,36
2024-09-06 00:00:00+00:00,567,13,664,37
2024-09-07 00:00:00+00:00,31,6,192,19
2024-09-08 00:00:00+00:00,65,6,41,13
2024-09-09 00:00:00+00:00,395,10,562,31
2024-09-10 00:00:00+00:00,249,13,534,35
2024-09-11 00:00:00+00:00,118,9,278,22
2024-09-12 00:00:00+00:00,152,7,591,31
2024-09-13 00:00:00+00:00,154,12,233,24
2024-09-14 00:00:00+00:00,16,5,28,10
