time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-26 00:00:00+00:00,50,12,116,17
2023-11-27 00:00:00+00:00,430,37,481,43
2023-11-28 00:00:00+00:00,431,32,431,45
2023-11-29 00:00:00+00:00,176,23,303,24
2023-11-30 00:00:00+00:00,280,21,495,58
2023-12-01 00:00:00+00:00,468,24,439,39
2023-12-02 00:00:00+00:00,68,8,85,20
2023-12-03 00:00:00+00:00,136,11,165,19
2023-12-04 00:00:00+00:00,460,17,676,47
2023-12-05 00:00:00+00:00,379,13,654,39
2023-12-06 00:00:00+00:00,306,11,466,28
2023-12-07 00:00:00+00:00,271,15,570,38
2023-12-08 00:00:00+00:00,290,10,377,38
2023-12-09 00:00:00+00:00,142,9,114,24
