referrer,views_total,views_unique
Google,382,34
nussknacker.io,210,93
github.com,148,33
jira.playmobile.pl,11,2
cwiki.apache.org,3,3
manuzhang.github.io,3,1
com.google.android.gm,1,1
gitee.com,1,1
