referrer,views_total,views_unique
nussknacker.io,334,86
github.com,249,28
Google,246,29
mail.google.com,6,1
jira.playmobile.pl,5,2
groups.google.com,4,1
touk.pl,3,1
manuzhang.github.io,2,2
Bing,1,1
