referrer,views_total,views_unique
nussknacker.io,271,78
github.com,163,44
Google,74,24
jiradc2.ext.net.nokia.com,1,1
cwiki.apache.org,1,1
com.google.android.gm,1,1
m.sogou.com,1,1
cn.bing.com,1,1
