referrer,views_total,views_unique
nussknacker.io,455,231
github.com,161,33
Google,134,24
touk.pl,20,2
mvnrepository.com,3,2
ecosia.org,3,1
yandex.ru,3,1
t.co,3,1
libhunt.com,1,1
mail.google.com,1,1
