time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-10 00:00:00+00:00,258,10,162,33
2024-12-11 00:00:00+00:00,123,8,222,23
2024-12-12 00:00:00+00:00,319,8,524,27
2024-12-13 00:00:00+00:00,206,9,202,24
2024-12-14 00:00:00+00:00,63,7,38,7
2024-12-15 00:00:00+00:00,32,7,23,8
2024-12-16 00:00:00+00:00,267,7,319,23
2024-12-17 00:00:00+00:00,489,11,431,21
2024-12-18 00:00:00+00:00,355,14,357,28
2024-12-19 00:00:00+00:00,224,17,196,19
2024-12-20 00:00:00+00:00,134,12,115,21
2024-12-21 00:00:00+00:00,24,6,8,7
2024-12-22 00:00:00+00:00,13,3,8,6
2024-12-23 00:00:00+00:00,30,4,49,17
