referrer,views_total,views_unique
Google,383,33
nussknacker.io,182,88
github.com,142,31
jira.playmobile.pl,11,2
cwiki.apache.org,3,3
manuzhang.github.io,3,1
com.google.android.gm,1,1
gitee.com,1,1
