referrer,views_total,views_unique
github.com,110,19
Google,94,19
nussknacker.io,35,16
Bing,8,3
mail.google.com,7,1
jira.playmobile.pl,4,1
yandex.ru,1,1
awesomeopensource.com,1,1
search.naver.com,1,1
Baidu,1,1
