time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-05 00:00:00+00:00,288,5,205,33
2024-04-06 00:00:00+00:00,76,4,60,21
2024-04-07 00:00:00+00:00,86,15,41,16
2024-04-08 00:00:00+00:00,383,8,355,39
2024-04-09 00:00:00+00:00,364,8,305,35
2024-04-10 00:00:00+00:00,288,4,255,46
2024-04-11 00:00:00+00:00,195,4,239,43
2024-04-12 00:00:00+00:00,403,9,306,33
2024-04-13 00:00:00+00:00,79,6,69,19
2024-04-14 00:00:00+00:00,86,14,91,22
2024-04-15 00:00:00+00:00,512,15,371,38
2024-04-16 00:00:00+00:00,556,16,472,41
2024-04-17 00:00:00+00:00,414,13,443,46
2024-04-18 00:00:00+00:00,584,19,335,41
