referrer,views_total,views_unique
github.com,78,22
Google,71,25
nussknacker.io,29,14
search.brave.com,8,2
mail.google.com,8,1
nussknacker.medium.com,6,1
DuckDuckGo,2,2
touk-jira.atlassian.net,1,1
perplexity.ai,1,1
Bing,1,1
