referrer,views_total,views_unique
github.com,417,53
nussknacker.io,320,144
Google,74,24
Bing,5,1
jira.playmobile.pl,4,2
jira.sysmanagement.it,2,2
t.co,2,1
search.brave.com,1,1
com.google.android.gm,1,1
cwiki.apache.org,1,1
