referrer,views_total,views_unique
github.com,263,34
nussknacker.io,205,63
Google,157,27
jira.playmobile.pl,37,2
mvnrepository.com,26,8
touk.pl,18,3
yandex.com,13,1
mail.google.com,8,1
groups.google.com,4,1
jdon.com,2,1
