referrer,views_total,views_unique
github.com,153,24
Google,65,26
nussknacker.io,44,16
Bing,5,1
mail.google.com,5,1
jira.playmobile.pl,4,1
m365.cloud.microsoft,3,1
search.naver.com,1,1
Baidu,1,1
linkedin.com,1,1
